City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Villazon,BO,-22.0866,-65.5942,40.68,22,89,8.23,overcast clouds
331,Caraquet,CA,47.7941,-64.9386,48.06,67,16,6.46,few clouds
332,Tocopilla,CL,-22.092,-70.1979,60.1,70,16,6.46,few clouds
333,Rotifunk,SL,8.2333,-12.6833,70.68,98,67,2.68,broken clouds
334,Kalaleh,IR,37.3807,55.4916,87.64,23,0,3.4,clear sky
335,Pontal Do Parana,BR,-25.6533,-48.5128,57.33,94,4,3.53,clear sky
336,Shingu,JP,33.7333,135.9833,79.25,93,100,20.83,light rain
337,Fortuna,US,40.5982,-124.1573,58.93,91,98,4.0,overcast clouds
338,Neulengbach,AT,48.1974,15.9022,51.78,89,98,15.99,overcast clouds
339,Fairbanks,US,64.8378,-147.7164,48.31,76,20,3.44,few clouds
340,Aklavik,CA,68.2191,-135.0107,47.05,70,96,5.82,overcast clouds
341,Butte,US,39.6499,-121.5677,62.62,74,100,9.22,overcast clouds
342,Barra,BR,-11.0894,-43.1417,73.98,66,14,10.69,few clouds
343,Marsa Matruh,EG,31.3525,27.2453,76.66,83,0,10.25,clear sky
344,Laguna,US,38.421,-121.4238,66.34,76,100,11.5,overcast clouds
345,Trincomalee,LK,8.5711,81.2335,87.55,60,100,14.18,overcast clouds
346,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,92,94,4.81,overcast clouds
347,Northam,GB,51.0333,-4.2167,50.27,84,0,1.72,clear sky
348,Acapulco,MX,16.8634,-99.8901,80.42,78,100,6.91,overcast clouds
349,Tazovskiy,RU,67.4667,78.7,44.29,95,100,10.78,light rain
350,Harper,LR,4.375,-7.7169,75.79,86,81,7.61,broken clouds
351,Lahij,YE,13.1667,44.5833,87.55,53,22,4.05,few clouds
352,Pontiac,US,42.6389,-83.2911,74.1,80,0,4.61,clear sky
353,Tiznit,MA,29.5833,-9.5,62.87,81,0,0.78,clear sky
354,Adrar,MR,20.5022,-10.0711,82.36,31,25,9.44,scattered clouds
355,Hun,LY,29.1268,15.9477,78.67,26,0,8.68,clear sky
356,Puerto Carreno,CO,6.189,-67.4859,75.07,94,100,9.04,overcast clouds
357,Mogapi,BW,-22.323,27.8349,67.01,27,0,5.91,clear sky
358,Chicama,PE,-7.8447,-79.1469,57.74,89,91,6.85,overcast clouds
359,Asau,RO,46.4333,26.4,49.28,70,44,7.52,scattered clouds
360,Whitianga,NZ,-36.8333,175.7,59.16,93,100,15.73,moderate rain
361,Kamiiso,JP,41.8167,140.65,72.68,92,100,2.8,moderate rain
362,Arcata,US,40.8665,-124.0828,59.94,92,20,3.44,few clouds
363,Lucea,JM,18.451,-78.1736,79.86,79,10,8.66,clear sky
364,Havoysund,NO,70.9963,24.6622,44.83,81,100,18.12,overcast clouds
365,Vuktyl,RU,63.8567,57.3094,49.19,83,32,6.55,scattered clouds
366,Macamic,CA,48.7502,-78.9996,52.63,74,99,10.16,overcast clouds
367,Mazyr,BY,52.0495,29.2456,48.42,92,100,18.57,overcast clouds
368,La Ronge,CA,55.1001,-105.2842,51.4,77,86,8.34,overcast clouds
369,Lagoa,PT,39.05,-27.9833,72.84,88,7,8.25,clear sky
370,Merritt Island,US,28.5392,-80.672,78.04,85,75,5.01,broken clouds
371,Ulaanbaatar,MN,47.9077,106.8832,48.33,34,0,4.47,clear sky
372,Tete,MZ,-16.1564,33.5867,71.69,49,0,0.0,mist
373,Barra Do Garcas,BR,-15.89,-52.2567,79.77,49,32,6.46,scattered clouds
374,Labrea,BR,-7.2586,-64.7981,73.31,92,82,2.21,broken clouds
375,Kimbe,PG,-5.5502,150.1429,82.67,76,98,3.42,light rain
376,Manzil Salim,TN,35.8567,8.4765,74.08,60,89,3.51,overcast clouds
377,Takoradi,GH,4.8845,-1.7554,74.73,91,97,8.95,overcast clouds
378,Yasnogorsk,RU,54.4803,37.6975,53.56,84,58,24.94,broken clouds
379,Mecca,SA,21.4267,39.8261,86.54,39,17,6.89,few clouds
380,Kimparana,ML,12.8347,-4.9244,73.2,93,100,5.08,overcast clouds
381,Nhamunda,BR,-2.1861,-56.7131,78.64,62,63,1.52,broken clouds
382,Chincholi,IN,17.4667,77.4333,81.27,68,93,10.6,overcast clouds
383,Half Moon Bay,US,37.4636,-122.4286,64.31,90,100,12.66,mist
384,Mikkeli,FI,61.6886,27.2723,47.14,100,40,1.14,scattered clouds
385,Taraz,KZ,42.9,71.3667,73.81,33,0,6.71,clear sky
386,Hofn,IS,64.2539,-15.2082,45.23,75,77,8.28,broken clouds
387,Bograd,RU,54.2344,90.8328,60.26,44,40,2.62,scattered clouds
388,Saint-Nazaire,FR,47.2833,-2.2,48.47,91,0,5.75,clear sky
389,Sun Valley,US,39.5963,-119.776,60.24,48,75,14.97,broken clouds
390,Oussouye,SN,12.485,-16.5469,76.08,89,97,4.14,light rain
391,Teluk Nibung,ID,3.001,99.8164,84.06,69,100,3.09,overcast clouds
392,Sisimiut,GL,66.9395,-53.6735,42.78,87,97,9.91,overcast clouds
393,Karasjok,NO,69.4719,25.5112,41.63,97,100,10.29,overcast clouds
394,Yichang,CN,30.7144,111.2847,79.3,60,100,2.1,overcast clouds
395,Pacific Grove,US,36.6177,-121.9166,62.35,91,100,11.99,moderate rain
396,Boa Vista,BR,2.8197,-60.6733,78.78,78,0,2.3,clear sky
397,Buala,SB,-8.145,159.5921,80.42,83,100,14.81,light rain
398,Goba,ET,7.0167,39.9833,55.81,70,62,1.43,broken clouds
399,Quang Ngai,VN,15.1167,108.8,87.22,67,99,5.93,overcast clouds
400,Sioux Lookout,CA,50.1001,-91.917,51.87,100,75,3.44,broken clouds
401,Cacapava Do Sul,BR,-30.5122,-53.4914,52.5,94,100,2.39,moderate rain
402,Carnarvon,AU,-24.8667,113.6333,66.56,50,60,27.98,broken clouds
403,Sistranda,NO,63.7256,8.834,48.16,77,92,19.24,overcast clouds
404,Margate,GB,51.3813,1.3862,53.69,74,86,4.0,overcast clouds
405,Kawanishi,JP,34.8167,135.4167,88.47,88,100,25.79,overcast clouds
406,Makakilo City,US,21.3469,-158.0858,79.12,67,0,9.22,clear sky
407,Saint George,US,37.1041,-113.5841,79.95,26,0,8.05,clear sky
408,Progreso,MX,21.2833,-89.6667,79.11,87,0,10.36,clear sky
409,Dwarka,IN,22.2394,68.9678,84.04,65,36,11.36,scattered clouds
410,Shurugwi,ZW,-19.6702,30.0059,64.81,36,0,9.31,clear sky
411,Bauchi,NG,10.5,10.0,69.76,98,100,1.77,moderate rain
412,Hamilton,US,39.1834,-84.5333,72.84,77,0,8.05,clear sky
413,Otradnoye,RU,59.7775,30.8181,50.95,91,99,6.11,overcast clouds
414,Waipawa,NZ,-41.4122,175.5153,55.17,82,100,7.18,overcast clouds
415,Hukuntsi,BW,-24.0,21.75,48.43,56,43,17.11,scattered clouds
416,Beringovskiy,RU,63.05,179.3167,39.92,76,99,16.58,overcast clouds
417,Sarangani,PH,5.4033,125.4636,84.29,67,90,5.1,overcast clouds
418,Rawson,AR,-43.3002,-65.1023,43.34,76,100,16.55,light rain
419,Cedar City,US,37.6775,-113.0619,62.4,34,0,8.05,clear sky
420,Huron,US,41.1501,-82.5499,70.66,81,8,11.03,clear sky
421,Tingo Maria,PE,-9.2895,-76.0088,69.4,92,26,2.21,scattered clouds
422,Esmeraldas,BR,-19.7625,-44.3139,59.86,87,0,6.24,clear sky
423,Sorland,NO,67.667,12.6934,48.06,68,100,30.02,overcast clouds
424,Te Anau,NZ,-45.4167,167.7167,53.11,77,43,5.97,light rain
425,Makat,KZ,47.6469,53.3463,77.97,23,4,16.55,clear sky
426,Outlook,CA,51.5001,-107.0513,54.23,37,100,7.09,overcast clouds
427,Ayr,GB,55.4627,-4.6339,48.97,100,40,1.14,scattered clouds
428,Boyolangu,ID,-8.1181,111.8935,83.52,63,79,11.43,broken clouds
429,Gryazovets,RU,58.88,40.2525,51.66,94,100,12.35,overcast clouds
430,Ballina,AU,-28.8667,153.5667,81.79,40,3,13.15,clear sky
431,Georgiyevka,KZ,43.0369,74.7114,73.44,38,0,4.47,clear sky
432,Dongkan,CN,33.9997,119.8308,74.95,48,29,19.77,scattered clouds
433,Lasa,IT,46.6166,10.7002,54.48,94,63,7.4,broken clouds
434,Nefteyugansk,RU,61.0998,72.6035,53.49,73,34,20.42,scattered clouds
435,Lorengau,PG,-2.0226,147.2712,83.68,72,97,7.34,overcast clouds
436,Khani,GE,41.9563,42.9566,63.97,84,49,1.16,scattered clouds
437,College,US,64.8569,-147.8028,48.29,74,20,3.44,few clouds
438,Yakeshi,CN,49.2833,120.7333,47.86,17,0,19.37,clear sky
439,Yanam,IN,16.7333,82.2167,74.79,97,100,7.4,heavy intensity rain
440,Carthage,TN,36.8611,10.3316,74.73,73,20,3.44,few clouds
441,Tigzirt,DZ,36.8886,4.1198,74.14,81,80,13.06,broken clouds
442,Faya,SA,18.3851,42.4509,73.92,46,73,1.1,broken clouds
443,Santa Cruz,BO,-17.8,-63.1667,78.26,73,3,17.27,clear sky
444,Sungaipenuh,ID,-2.0833,101.3833,80.02,58,94,2.53,light rain
445,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.24,82,100,1.63,overcast clouds
446,Kapit,MY,2.0167,112.9333,83.34,84,81,3.4,broken clouds
447,Tukrah,LY,32.5341,20.5791,76.32,87,15,8.37,few clouds
448,Kaohsiung,TW,22.6163,120.3133,87.89,72,75,8.05,broken clouds
449,Cravo Norte,CO,6.3017,-70.2041,79.03,76,53,2.01,broken clouds
450,Madridejos,ES,39.4682,-3.532,63.86,81,100,8.41,overcast clouds
451,Dalton,US,34.7698,-84.9702,66.02,94,0,0.0,mist
452,Goma,CD,-1.6792,29.2228,64.78,81,100,3.06,overcast clouds
453,Cururupu,BR,-1.8283,-44.8683,73.9,91,77,3.67,broken clouds
454,Tezu,IN,27.9167,96.1667,91.51,62,19,3.51,few clouds
455,Nizhneudinsk,RU,54.9076,99.0276,63.28,40,46,6.42,scattered clouds
456,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,93,100,4.61,light rain
457,Shiyan,CN,32.6475,110.7781,76.96,58,100,11.12,overcast clouds
458,Palmer,US,42.1584,-72.3287,70.52,84,100,5.75,overcast clouds
459,San Ignacio,BZ,17.1561,-89.0714,73.17,99,11,1.97,few clouds
460,Linguere,SN,15.3953,-15.1193,78.42,81,61,5.91,broken clouds
461,Smithers,CA,54.7804,-127.1743,44.92,93,20,4.61,few clouds
462,Sao Filipe,CV,14.8961,-24.4956,77.67,76,48,6.11,scattered clouds
463,Namatanai,PG,-3.6667,152.4333,83.61,70,82,9.01,light rain
464,Husavik,IS,66.0449,-17.3389,48.27,75,90,11.43,overcast clouds
465,Kafanchan,NG,9.5833,8.3,67.46,99,100,1.81,heavy intensity rain
466,Kisarawe,TZ,-6.9,39.0667,74.1,74,78,6.35,broken clouds
467,Sitka,US,57.0531,-135.33,53.49,76,75,6.91,broken clouds
468,Krasnouralsk,RU,58.3638,60.0407,52.99,74,100,6.08,overcast clouds
469,Deer Lake,CA,49.1667,-57.4316,46.26,100,40,4.61,scattered clouds
470,Miri,MY,4.4148,114.0089,85.32,66,87,7.94,overcast clouds
471,Krasnaya Gorka,RU,55.1962,56.6673,64.15,77,96,11.43,overcast clouds
472,Padang,ID,-0.9492,100.3543,83.55,67,89,3.91,overcast clouds
473,Salalah,OM,17.0151,54.0924,80.69,83,75,5.75,broken clouds
474,Vereshchagino,RU,58.0789,54.6557,60.12,92,100,11.52,overcast clouds
475,Necochea,AR,-38.5473,-58.7368,50.77,96,100,10.89,overcast clouds
476,Beduido,PT,40.7643,-8.5611,73.81,68,91,4.52,overcast clouds
477,Fevik,NO,58.3794,8.6766,44.1,74,52,4.32,broken clouds
478,Tanabe,JP,33.7333,135.3667,81.61,89,75,32.21,heavy intensity rain
479,Leninskoye,KZ,41.7589,69.3864,82.35,17,0,5.23,clear sky
480,Moerai,PF,-22.4333,-151.3333,74.21,82,4,8.7,clear sky
481,Khandyga,RU,62.6667,135.6,34.54,95,100,4.85,light snow
482,Susehri,TR,40.1644,38.0867,65.16,64,0,3.85,clear sky
483,Ternate,ID,0.8,127.4,85.89,63,31,8.28,scattered clouds
484,Luanda,AO,-8.8368,13.2343,69.85,92,77,7.09,broken clouds
485,Sinnamary,GF,5.3833,-52.95,78.35,88,100,9.24,overcast clouds
486,Vila,PT,42.0304,-8.1588,59.88,85,89,4.12,overcast clouds
487,Alice Springs,AU,-23.7,133.8833,92.75,14,37,12.66,scattered clouds
488,Hohhot,CN,40.8106,111.6522,64.67,25,100,6.98,overcast clouds
489,Taganak,PH,6.0833,118.3,82.98,73,43,3.58,scattered clouds
490,Vysotsk,RU,60.6288,28.5705,47.07,92,94,7.7,overcast clouds
491,Mindelo,CV,16.8901,-24.9804,76.55,78,40,9.22,scattered clouds
492,Melilla,ES,35.2937,-2.9383,75.58,83,75,8.05,broken clouds
493,Kushiro,JP,42.975,144.3747,68.95,100,75,1.14,light intensity shower rain
494,Nyagan,RU,62.1406,65.3936,55.2,65,86,8.81,overcast clouds
495,Jati,PK,24.3539,68.2671,86.29,56,0,9.8,clear sky
496,Ares,BR,-6.1944,-35.1603,77.09,86,8,9.91,clear sky
497,Pangnirtung,CA,66.1451,-65.7125,42.28,67,96,2.3,overcast clouds
498,Kargasok,RU,59.0556,80.8572,54.97,78,96,14.81,overcast clouds
499,Troitskoye,RU,52.9821,84.6757,63.1,39,0,3.24,clear sky
500,Namibe,AO,-15.1961,12.1522,60.89,84,88,5.37,overcast clouds
501,Lampazos De Naranjo,MX,27.0167,-100.5167,82.76,63,38,11.83,scattered clouds
502,Estelle,US,29.8458,-90.1067,82.0,81,1,3.0,clear sky
503,Kargopol,RU,61.5071,38.9456,48.72,90,100,7.49,overcast clouds
504,Bereda,ES,43.2686,-7.5406,56.41,100,97,2.39,overcast clouds
505,Canutama,BR,-6.5339,-64.3831,73.06,95,70,2.66,heavy intensity rain
506,Catabola,AO,-12.15,17.2833,63.46,70,89,2.46,overcast clouds
507,Alibag,IN,18.6411,72.8792,75.27,72,88,5.35,overcast clouds
508,Altamont,US,42.2068,-121.7372,52.79,71,40,4.61,scattered clouds
509,La Romana,DO,18.4273,-68.9728,75.56,100,75,16.11,broken clouds
510,Oistins,BB,13.0667,-59.5333,82.49,78,40,17.27,scattered clouds
511,Selenduma,RU,50.9131,106.2406,58.53,39,0,13.38,clear sky
512,Bosaso,SO,11.2842,49.1816,92.37,46,63,2.24,broken clouds
513,Moree,AU,-29.4667,149.85,71.71,36,38,9.71,scattered clouds
514,Causapscal,CA,48.3542,-67.227,37.67,81,12,2.57,few clouds
515,Barcelona,ES,41.3888,2.159,69.55,84,0,8.05,clear sky
516,Emerald,AU,-23.5333,148.1667,89.74,20,5,11.5,clear sky
517,Salou,ES,41.0766,1.1416,69.96,80,0,4.61,clear sky
518,Manzanillo,CU,20.3433,-77.1167,76.01,88,7,8.75,clear sky
519,Iskateley,RU,67.6803,53.1512,49.64,87,94,5.19,overcast clouds
520,Jaru,BR,-10.4389,-62.4664,77.4,75,54,3.38,broken clouds
521,Tonj,SS,7.2737,28.6822,72.23,93,7,2.17,clear sky
522,Paamiut,GL,61.994,-49.6678,41.45,94,71,1.25,broken clouds
523,Khokhryaki,RU,56.9156,53.3221,64.06,93,98,1.01,overcast clouds
524,Kloulklubed,PW,7.0419,134.2556,79.3,73,100,4.29,overcast clouds
525,Meulaboh,ID,4.1363,96.1285,84.94,62,78,4.72,broken clouds
526,Lukovetskiy,RU,64.2956,41.9211,46.78,95,95,3.76,overcast clouds
527,Kano,NG,12.0001,8.5167,71.49,94,20,3.44,few clouds
528,Heihe,CN,50.2441,127.4902,39.78,64,100,22.84,overcast clouds
529,Stromness,GB,58.965,-3.296,42.76,59,24,3.8,few clouds
530,Bilibino,RU,68.0546,166.4372,33.89,65,98,2.75,overcast clouds
531,Senneterre,CA,48.3835,-77.2328,45.79,60,90,5.99,overcast clouds
532,Drayton Valley,CA,53.2168,-114.9854,48.54,67,80,3.76,broken clouds
533,Aktash,RU,50.3,87.7333,52.12,20,0,3.51,clear sky
534,Nargana,PA,9.4428,-78.5906,77.77,86,100,7.18,overcast clouds
535,Bambanglipuro,ID,-7.95,110.2833,82.04,70,87,13.15,overcast clouds
536,Mayo,US,38.8876,-76.5119,74.12,80,0,1.01,clear sky
537,Tahe,CN,52.3333,124.7333,44.17,40,73,20.22,broken clouds
538,Narasannapeta,IN,18.4167,84.05,82.47,77,100,10.02,light rain
539,Lufilufi,WS,-13.8745,-171.5986,85.78,78,28,19.53,scattered clouds
540,Zhuhai,CN,22.2769,113.5678,94.86,70,20,5.75,few clouds
541,Dandong,CN,40.1292,124.3947,66.4,56,0,20.76,clear sky
542,Tabory,RU,58.5198,64.5495,58.15,59,100,3.67,overcast clouds
543,Inuvik,CA,68.3499,-133.7218,49.06,71,75,1.14,broken clouds
544,Ostrovnoy,RU,68.0531,39.5131,47.93,97,100,6.08,light rain
545,Karatau,KZ,43.1667,70.4667,71.44,21,0,5.5,clear sky
546,Flin Flon,CA,54.7682,-101.865,53.83,57,43,3.69,scattered clouds
547,Turtas,RU,58.9417,69.1325,54.7,75,85,5.08,overcast clouds
548,Strezhevoy,RU,60.7333,77.5889,56.86,69,43,17.49,scattered clouds
549,Maceio,BR,-9.6658,-35.7353,69.24,94,20,3.44,few clouds
550,Umm Lajj,SA,25.0213,37.2685,83.86,45,2,11.9,clear sky
551,Omvriaki,GR,39.1,22.2667,63.25,59,0,1.77,clear sky
552,Kahama,TZ,-3.8333,32.6,70.29,57,86,9.22,overcast clouds
553,Alindao,CF,5.0267,21.2088,67.75,98,100,1.57,overcast clouds
554,Takab,IR,36.4009,47.1133,73.45,22,0,3.71,clear sky
555,Anloga,GH,5.7947,0.8973,74.64,93,100,14.41,moderate rain
556,Kutum,SD,14.2,24.6667,76.12,53,46,6.67,scattered clouds
557,Cabra,ES,37.4725,-4.4421,68.58,82,16,2.24,few clouds
558,Buin,CL,-33.7333,-70.75,52.74,89,39,3.8,scattered clouds
559,Gornyatskiy,RU,48.2915,40.9575,57.18,66,100,11.27,light rain
560,Natal,BR,-5.795,-35.2094,77.22,88,20,4.61,few clouds
561,Zabaykalsk,RU,49.6333,117.3167,50.47,14,1,15.82,clear sky
562,Independence,US,39.0911,-94.4155,85.08,56,0,14.97,clear sky
563,Macau,MO,22.2006,113.5461,96.85,70,20,5.75,few clouds
564,Santa Maria,BR,-29.6842,-53.8069,58.93,92,100,6.42,moderate rain
565,Salinas,US,36.6777,-121.6555,65.01,84,75,17.27,mist
566,Abu Zabad,SD,12.35,29.25,76.53,74,45,6.69,scattered clouds
567,Port Macquarie,AU,-31.4333,152.9167,72.9,45,100,5.55,overcast clouds
568,Kirakira,SB,-10.4544,161.9205,82.29,80,100,11.18,light rain
569,Velingara,SN,13.15,-14.1167,72.03,95,97,4.09,overcast clouds
570,Nantucket,US,41.2835,-70.0995,72.0,68,0,16.11,clear sky
571,Cap Malheureux,MU,-19.9842,57.6142,75.47,66,2,8.01,clear sky
572,Siilinjarvi,FI,63.0833,27.6667,48.22,100,100,3.44,overcast clouds
573,Leh,IN,34.1667,77.5833,59.11,20,0,4.23,clear sky
574,Chokwe,MZ,-24.5333,32.9833,73.78,60,0,10.27,clear sky
575,Atar,MR,20.5169,-13.0499,84.49,33,100,7.14,overcast clouds
576,Hasaki,JP,35.7333,140.8333,84.6,84,86,21.61,overcast clouds
577,Saint-Georges,GD,12.0564,-61.7485,82.35,77,31,13.2,scattered clouds
578,Manavalakurichi,IN,8.1333,77.3,83.59,71,100,13.67,overcast clouds
579,Caceres,ES,39.522,-6.3748,69.53,77,95,8.16,overcast clouds
580,Luwuk,ID,-0.9516,122.7875,83.64,77,91,3.42,overcast clouds
581,Buckeye,US,33.3703,-112.5838,88.86,23,0,4.61,clear sky
582,Constitucion,CL,-35.3333,-72.4167,43.7,76,5,7.4,clear sky
583,Uniao,BR,-4.5858,-42.8642,75.99,82,98,4.63,overcast clouds
584,Mananjary,MG,-21.2167,48.3333,69.84,81,29,3.51,light rain
585,Palora,EC,-1.7,-77.9333,65.34,94,69,3.8,broken clouds
586,Kissidougou,GN,9.1848,-10.0999,67.84,95,90,3.29,overcast clouds
587,Grindavik,IS,63.8424,-22.4338,50.47,93,75,34.52,broken clouds
588,Coquimbo,CL,-29.9533,-71.3436,47.93,93,0,3.44,clear sky
589,Madimba,TZ,-10.4,40.3333,76.77,69,88,6.89,overcast clouds
590,Ayagoz,KZ,47.9714,80.4392,68.7,18,0,15.26,clear sky
591,Skoghall,SE,59.3232,13.4655,43.36,75,94,5.75,overcast clouds
592,Clarence Town,AU,-32.5833,151.7833,73.62,43,78,11.65,broken clouds
593,Kamina,CD,-8.7386,24.9906,65.59,87,100,3.24,overcast clouds
594,Guerrero Negro,MX,27.9769,-114.0611,68.81,80,0,15.48,clear sky
595,Idukki,IN,9.85,76.9667,79.14,68,99,5.32,overcast clouds
596,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,83,20,2.3,few clouds
597,Karratha,AU,-20.7377,116.8463,84.85,26,0,18.75,clear sky
598,Obo,CF,5.3998,26.4869,68.54,96,54,1.07,broken clouds
599,Steamboat Springs,US,40.485,-106.8317,62.1,44,0,5.75,clear sky
600,Koungou,YT,-12.7336,45.2042,80.31,69,0,4.61,clear sky
601,Sao Jose Do Egito,BR,-7.4789,-37.2744,65.84,88,22,6.87,few clouds
602,Vyyezdnoye,RU,55.3815,43.7864,62.06,92,100,5.01,light rain
603,Imbituba,BR,-28.24,-48.6703,57.33,90,100,10.29,overcast clouds
604,Ailigandi,PA,9.2333,-78.0167,76.66,87,100,5.46,overcast clouds
605,Minot,US,48.2325,-101.2963,53.82,66,0,0.0,clear sky
606,Podor,MR,16.6527,-14.9587,84.4,52,55,10.13,broken clouds
607,Dongsheng,CN,39.8161,109.9776,49.32,81,100,14.36,overcast clouds
608,Ransang,PH,8.9603,117.5828,85.71,70,79,10.4,broken clouds
609,Isangel,VU,-19.55,169.2667,79.48,72,6,12.57,clear sky
610,Mahon,ES,39.8885,4.2658,68.56,68,0,12.66,clear sky
611,Port Lincoln,AU,-34.7333,135.8667,60.89,63,1,8.93,clear sky
612,Kavaratti,IN,10.5669,72.642,80.76,78,94,11.5,overcast clouds
613,Poronaysk,RU,49.2167,143.1167,63.54,82,80,13.0,light rain
614,Conakry,GN,9.538,-13.6773,75.27,100,75,4.61,broken clouds
615,Birnin Kebbi,NG,12.4539,4.1975,73.6,89,100,4.81,light rain
616,Juneau,US,58.3019,-134.4197,54.21,93,75,3.44,broken clouds
617,Boyuibe,BO,-20.4167,-63.2833,70.7,66,98,4.09,overcast clouds
618,Roald,NO,62.5833,6.1333,49.75,81,75,3.44,broken clouds
619,Sibolga,ID,1.7427,98.7792,83.95,59,99,3.51,overcast clouds
620,Khash,IR,28.2211,61.2158,81.9,14,0,1.14,clear sky
621,Khandwa,IN,21.8333,76.3333,82.08,74,70,7.83,broken clouds
622,General Roca,AR,-39.0333,-67.5833,41.63,62,79,7.87,broken clouds
623,Catamarca,AR,-28.4696,-65.7852,58.59,72,0,11.45,clear sky
624,Susanville,US,40.4163,-120.653,57.04,58,100,8.05,overcast clouds
625,Bajil,YE,15.0584,43.2851,89.08,70,73,6.35,broken clouds
626,Dicamay,PH,16.7561,122.0037,87.67,67,72,3.44,broken clouds
627,Nouakchott,MR,18.0858,-15.9785,78.73,66,80,14.74,broken clouds
628,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,59.92,89,100,10.63,light rain
629,Akyab,MM,20.15,92.9,82.27,84,83,19.44,broken clouds
630,Ferrol,ES,43.4832,-8.2369,64.72,83,100,6.64,overcast clouds
631,Bafilo,TG,9.35,1.2667,67.53,95,99,1.92,overcast clouds
632,Saint-Joseph,RE,-21.3667,55.6167,71.98,74,35,12.71,light rain
633,Rio Cuarto,AR,-33.1307,-64.3499,48.47,78,91,18.86,overcast clouds
634,Kieta,PG,-6.2167,155.6333,81.52,84,99,7.65,moderate rain
635,Jieshou,CN,33.2634,115.3611,85.78,23,14,13.76,few clouds
636,Port Blair,IN,11.6667,92.75,87.84,70,40,17.27,scattered clouds
637,Tairua,NZ,-37.0167,175.85,59.09,93,100,15.12,heavy intensity rain
638,Yerbogachen,RU,61.2767,108.0108,43.36,94,100,7.61,light rain
639,Huejuquilla El Alto,MX,22.6,-103.8667,62.42,87,79,4.09,broken clouds
640,Povenets,RU,62.8487,34.8262,48.16,93,81,5.08,broken clouds
641,Yagodnoye,RU,62.55,149.6667,42.4,62,100,4.56,overcast clouds
642,Port Hardy,CA,50.6996,-127.4199,51.8,93,20,5.75,few clouds
643,Mali,GN,12.079,-12.2982,58.98,97,100,2.53,overcast clouds
644,Rosita,NI,13.9268,-84.4032,73.13,99,97,1.9,overcast clouds
645,Mataram,ID,-8.5833,116.1167,86.81,66,29,13.27,scattered clouds
646,Siocon,PH,7.7061,122.1353,88.09,62,75,6.06,broken clouds
647,Rocha,UY,-34.4833,-54.3333,56.75,86,100,8.08,overcast clouds
648,Micheweni,TZ,-4.9667,39.8333,77.92,77,12,11.52,few clouds
649,Brawley,US,32.9787,-115.5303,84.81,34,0,12.66,clear sky
650,Bukachacha,RU,52.9833,116.9167,48.51,28,12,8.55,few clouds
651,Carutapera,BR,-1.195,-46.02,75.81,86,91,6.13,overcast clouds
652,Damietta,EG,31.4165,31.8133,75.72,61,1,5.19,clear sky
653,Joensuu,FI,62.6012,29.7632,48.69,100,20,1.14,few clouds
654,Denpasar,ID,-8.65,115.2167,82.06,78,40,10.36,scattered clouds
655,Nortelandia,BR,-14.4547,-56.8028,80.94,54,76,4.23,broken clouds
656,Mehamn,NO,71.0357,27.8492,44.55,87,75,17.27,light rain
657,Gold Coast,AU,-28.0,153.4333,85.77,64,0,10.36,clear sky
658,Sylacauga,US,33.1732,-86.2516,68.18,100,40,0.0,scattered clouds
659,Woodward,US,36.4337,-99.3904,79.83,53,0,13.8,clear sky
660,Fort-Shevchenko,KZ,44.5086,50.263,77.38,32,0,24.0,clear sky
661,Quzhou,CN,28.9594,118.8686,91.4,34,0,7.92,clear sky
